Release Date,Time,Actual,Forecast,Previous,
"Aug 22, 2019 (Aug)",04:00, ,52.1,52.2,
"Aug 05, 2019 (Jul)",04:00, ,51.5,51.5,
"Jul 24, 2019 (Jul)",04:00,51.5,52.1,52.2,
"Jul 03, 2019 (Jun)",04:00,52.2,52.1,52.1,
"Jun 21, 2019 (Jun)",04:00  ,52.1,51.8,51.8,
"Jun 05, 2019 (May)",04:00,51.8,51.6,51.6,
"May 23, 2019 (May)",04:00  ,51.6,51.7,51.5,
"May 06, 2019 (Apr)",04:00,51.5,51.3,51.3,
"Apr 18, 2019 (Apr)",04:00  ,51.3,51.8,51.6,
"Apr 03, 2019 (Mar)",04:00,51.6,51.3,51.3,
"Mar 22, 2019 (Mar)",05:00  ,51.3,52.0,51.9,
"Mar 05, 2019 (Feb)",05:00,51.9,51.4,51.4,
"Feb 21, 2019 (Feb)",05:00  ,51.4,51.1,51.0,
"Feb 05, 2019 (Jan)",05:00,51.0,50.7,50.7,
"Jan 24, 2019 (Jan)",05:00  ,50.7,51.4,51.1,
"Jan 04, 2019 (Dec)",05:00,51.1,51.3,51.3,
"Dec 14, 2018 (Dec)",05:00  ,51.3,52.8,52.7,
"Dec 05, 2018 (Nov)",05:00,52.7,52.4,52.4,
"Nov 23, 2018 (Nov)",05:00  ,52.4,53.0,53.1,
"Nov 06, 2018 (Oct)",05:00,53.1,52.7,52.7,
"Oct 24, 2018 (Oct)",04:00  ,52.7,53.9,54.1,
"Oct 03, 2018 (Sep)",04:00,54.1,54.2,54.2,
"Sep 21, 2018 (Sep)",04:00,54.2,54.4,54.5,
"Sep 05, 2018 (Aug)",04:00,54.5,54.4,54.4,
"Aug 23, 2018 (Aug)",04:00  ,54.4,54.5,54.3,
"Aug 03, 2018 (Jul)",04:00,54.3,54.3,54.3,
"Jul 24, 2018 (Jul)",04:00  ,54.3,54.8,54.9,
"Jul 04, 2018 (Jun)",04:00,54.9,54.8,54.8,
"Jun 22, 2018 (Jun)",04:00  ,54.8,53.9,54.1,
"Jun 05, 2018 (May)",04:00,54.1,54.1,54.1,
"May 23, 2018 (May)",04:00  ,54.1,55.0,55.1,
"May 04, 2018 (Apr)",04:00,55.1,55.2,55.2,
"Apr 23, 2018 (Apr)",04:00  ,55.2,54.9,55.2,
"Apr 05, 2018 (Mar)",04:00,55.2,55.3,55.3,
"Mar 22, 2018 (Mar)",05:00  ,55.3,56.7,57.1,
"Mar 05, 2018 (Feb)",05:00,57.1,57.5,57.5,
"Feb 21, 2018 (Feb)",05:00  ,57.5,58.5,58.8,
"Feb 05, 2018 (Jan)",05:00,58.8,58.6,58.6,
"Jan 24, 2018 (Jan)",05:00  ,58.6,57.9,58.1,
"Jan 04, 2018 (Dec)",05:00,58.1,58.0,58.0,
"Dec 14, 2017 (Dec)",05:00  ,58.0,57.2,57.5,
"Dec 05, 2017 (Nov)",05:00,57.5,57.5,57.5,
"Nov 23, 2017 (Nov)",05:00  ,57.5,56.0,56.0,
"Nov 06, 2017 (Oct)",05:00,56.0,55.9,55.9,
"Oct 24, 2017 (Oct)",04:00  ,55.9,56.5,56.7,
"Oct 04, 2017 (Sep)",04:00,56.7,56.7,56.7,
"Sep 22, 2017 (Sep)",04:00  ,56.7,55.5,55.7,
"Sep 05, 2017 (Aug)",04:00,55.7,55.8,55.8,
"Aug 23, 2017 (Aug)",04:00  ,55.8,55.5,55.7,
"Aug 03, 2017 (Jul)",04:00,55.7,55.8,55.8,
"Jul 24, 2017 (Jul)",04:00  ,55.8,56.2,56.3,
"Jul 05, 2017 (Jun)",04:00,56.3,55.7,55.7,
"Jun 23, 2017 (Jun)",04:00  ,55.7,56.6,56.8,
"Jun 05, 2017 (May)",04:00,56.8,56.8,56.8,
"May 23, 2017 (May)",04:00  ,56.8,56.6,56.8,
"May 04, 2017 (Apr)",04:00,56.8,56.7,56.7,
"Apr 21, 2017 (Apr)",04:00  ,56.7,56.3,56.4,
"Apr 05, 2017 (Mar)",04:00,56.4,56.7,56.7,
"Mar 24, 2017 (Mar)",05:00  ,56.7,55.8,56.0,
"Mar 03, 2017 (Feb)",05:00,56.0,56.0,56.0,
"Feb 21, 2017 (Feb)",05:00  ,56.0,54.3,54.4,
"Feb 03, 2017 (Jan)",05:00,54.4,54.3,54.3,
"Jan 24, 2017 (Jan)",05:00  ,54.3,54.5,54.4,
"Jan 04, 2017 (Dec)",05:00,54.4,53.9,53.9,
"Dec 15, 2016 (Dec)",05:00  ,53.9,53.9,53.9,
"Dec 05, 2016 (Nov)",05:00,53.9,54.1,54.1,
"Nov 23, 2016 (Nov)",05:00  ,54.1,53.3,53.3,
"Nov 04, 2016 (Oct)",05:00,53.3,53.7,53.7,
"Oct 24, 2016 (Oct)",04:00  ,53.7,52.8,52.6,
"Oct 05, 2016 (Sep)",04:00,52.6,52.6,52.6,
"Sep 23, 2016 (Sep)",04:00  ,52.6,52.8,52.9,
"Sep 05, 2016 (Aug)",04:00,52.9,53.3,53.3,
"Aug 23, 2016 (Aug)",04:00  ,53.3,53.1,53.2,
"Aug 03, 2016 (Jul)",04:00,53.2,52.9,52.9,
"Jul 22, 2016 (Jul)",04:00  ,52.9,52.5,53.1,
"Jul 05, 2016 (Jun)",04:00,53.1,52.8,52.8,
"Jun 23, 2016 (Jun)",04:00  ,52.8,53.0,53.1,
"Jun 03, 2016 (May)",04:00,53.1,52.9,52.9,
"May 23, 2016 (May)",04:00  ,52.9,53.2,53.0,
"May 04, 2016 (Apr)",04:00,53.0,53.0,53.0,
"Apr 22, 2016 (Apr)",04:00  ,53.0,53.2,53.1,
"Apr 05, 2016 (Mar)",04:00,53.1,53.7,53.7,
"Mar 22, 2016 (Mar)",05:00  ,53.7,53.0,53.0,
"Mar 03, 2016 (Feb)",05:00,53.0,52.7,52.7,
"Feb 22, 2016 (Feb)",05:00  ,52.7,53.3,53.6,
"Feb 03, 2016 (Jan)",05:00,53.6,53.5,53.5,
"Jan 22, 2016 (Jan)",05:00  ,53.5,54.2,54.3,
"Jan 06, 2016 (Dec)",05:00,54.3,54.0,54.0,
"Dec 16, 2015 (Dec)",04:58  ,54.0,54.2,54.2,
"Dec 03, 2015 (Nov)",05:00,54.2,54.4,54.4,
"Nov 23, 2015 (Nov)",05:00  ,54.4,53.9,53.9,
"Nov 04, 2015 (Oct)",05:00,53.9,54.0,54.0,
"Oct 23, 2015 (Oct)",04:00  ,54.0,53.4,53.6,
"Oct 05, 2015 (Sep)",04:00,53.6,53.9,53.9,
"Sep 23, 2015 (Sep)",04:00  ,53.9,54.1,54.3,
"Sep 03, 2015 (Aug)",04:00,54.3,54.1,54.1,
"Aug 21, 2015 (Aug)",04:00  ,54.1,53.8,53.9,
"Aug 05, 2015 (Jul)",04:00,53.9,53.7,53.7,
"Jul 24, 2015 (Jul)",04:00  ,53.7,54.0,54.2,
"Jul 03, 2015 (Jun)",04:00,54.2,54.1,54.1,
"Jun 23, 2015 (Jun)",04:00  ,54.1,53.5,53.6,
"Jun 03, 2015 (May)",04:00,53.6,53.4,53.4,
"May 21, 2015 (May)",04:00  ,53.4,53.8,53.9,
"May 06, 2015 (Apr)",04:00,53.9,53.5,53.5,
"Apr 23, 2015 (Apr)",04:00  ,53.5,54.4,54.0,
"Apr 07, 2015 (Mar)",04:00,54.0,54.1,54.1,
"Mar 24, 2015 (Mar)",05:00  ,54.1,53.6,53.3,
"Mar 04, 2015 (Feb)",05:00,53.3,53.5,53.5,
"Feb 20, 2015 (Feb)",05:00  ,53.5,53.0,52.6,
"Feb 04, 2015 (Jan)",05:00,52.6,52.2,52.2,
"Jan 23, 2015 (Jan)",05:00  ,52.2,51.8,51.4,
"Jan 06, 2015 (Dec)",05:00,51.4,51.7,51.7,
"Dec 16, 2014 (Dec)",05:00  ,51.7,51.3,51.1,
"Dec 03, 2014 (Nov)",05:00,51.1,51.4,51.4,
"Nov 20, 2014 (Nov)",05:00  ,51.4,52.3,52.1,
"Nov 05, 2014 (Oct)",05:00,52.1,52.2,52.2,
"Oct 23, 2014 (Oct)",04:00  ,52.2,51.7,52.0,
"Oct 03, 2014",04:00,52.00,52.30,52.30,
"Sep 01, 2014 (Aug)",05:00,52.50, ,53.80,
"Aug 01, 2014 (Jul)",05:00,53.80, ,52.80,
"Jul 01, 2014 (Jun)",05:00,52.80, ,53.50,
"Jun 01, 2014 (May)",05:00,53.50, ,54.00,
"May 01, 2014 (Apr)",05:00,54.00, ,53.10,
"Apr 01, 2014 (Mar)",05:00,53.10, ,53.30,
"Mar 01, 2014 (Feb)",05:00,53.30, ,52.90,
"Feb 01, 2014 (Jan)",05:00,52.90, ,52.10,
"Jan 01, 2014 (Dec)",05:00,52.10, ,51.70,
"Dec 01, 2013 (Nov)",05:00,51.70, ,51.90,
"Nov 01, 2013 (Oct)",05:00,51.90, ,52.20,
"Oct 01, 2013 (Sep)",05:00,52.20, ,51.50,
"Sep 01, 2013 (Aug)",05:00,51.50, ,50.50,
"Aug 01, 2013 (Jul)",05:00,50.50, ,48.70,
"Jul 01, 2013 (Jun)",05:00,48.70, ,47.70,
"Jun 01, 2013 (May)",05:00,47.70, ,46.90,
"May 01, 2013 (Apr)",05:00,46.90, ,46.50,
"Apr 01, 2013 (Mar)",05:00,46.50, ,47.90,
"Mar 01, 2013 (Feb)",05:00,47.90, ,48.60,
"Feb 01, 2013 (Jan)",05:00,48.60, ,47.20,
"Jan 01, 2013 (Dec)",05:00,47.20, ,46.50,
"Dec 01, 2012 (Nov)",05:00,46.50, ,45.70,
"Nov 01, 2012 (Oct)",05:00,45.70, ,46.10,
"Oct 01, 2012 (Sep)",05:00,46.10, ,46.30,
"Sep 01, 2012 (Aug)",05:00,46.30, ,46.50,
"Aug 01, 2012 (Jul)",05:00,46.50, ,46.40,
"Jul 01, 2012 (Jun)",05:00,46.40, , ,
