"1. Monetary Financial Institutions (MFI), incl. Central Bank","Domestic deposits from non-MFI /Deposits from financial corporations, non-MFI",120363,112139,116089,100241,103993,102986,83608,81925,95246,86468,90285,116361,111901,121384,116659,105929,112682,117089,106563,114918,116610,140551,122658,144967,156636,139934,138639,145927,144321,151506,145419,151817,166730,148112,139730,153771,189059,158126,175173,159349,171850,178581,168474,185387,166095,184307,171681,159761,172491,182541,188506,172791,167727,154908,154676,172562,160396,162593,162361,170755,156859,160285,170300,175542,158877,156572,135403,154424,154440,162282,156707,150594,172300,165728,187111,180212,182383,189730,181811,178318,190958,192031,222413,214487,251256,242145,238627,210838,219255,215019,203355,226434,262623,253515,235705,214743,249323,252504,262371,234889,235793,247495,218321,236274,251896,234383,219624,216302,257577,269143,275990,252273,260178,258384,239372,245030,259409,251187,250760,249500,272131,277650,291087,248925,273246,275590,275140,285886,297751,294448,313623,283276,270673,297346,321162,306548,307064,338458,333506,323868,314323,314902,295637,260198,299473,310399,324866,314857,317933,292292,306229,312073,304393,307892,322938,308642,367727,347749,404940,422321,425602,473500,447179,446471,438512,440867,473724,398200,406509,435073,444078,456305,432093,444849,440858,429690,409487,407964,382121,359579,384154,380149,390212,362013,410128,409716
"1. Monetary Financial Institutions (MFI), incl. Central Bank","Domestic deposits from non-MFI / Deposits from non-financial corporations",374472,368297,388661,382532,375049,361930,365439,365262,373079,365747,385880,393796,387856,384045,391705,393303,402950,430349,410075,401645,400082,421374,422326,458379,457582,448691,450749,457761,453472,466810,449819,464485,470413,468939,484395,511722,497674,491240,499236,515392,511219,507487,493203,502222,492646,503305,516169,524134,529567,516135,518247,532838,513862,524694,538174,512912,534455,537288,537165,604938,602523,558324,582818,563352,555980,575342,571770,557651,558701,567730,586630,613509,613806,588958,600072,606335,590239,595311,618453,601861,605806,618848,615933,627439,625140,589215,627613,610633,585529,605543,589071,589459,612266,621478,631425,662411,678569,650275,657057,651205,605615,622916,627708,620643,641880,659217,663064,695329,668192,638658,648781,661306,633527,645178,642965,635195,646312,661659,673962,717729,697820,670988,684322,687599,667463,693847,681430,663603,679668,695297,703779,753972,742259,717406,740753,737387,730991,764157,759198,751127,766778,774601,799113,817456,833201,804829,818635,815674,818906,835489,843798,849372,854239,869579,877192,907823,959390,942027,970162,945394,938226,969191,958994,944407,950394,967931,982579,971927,1008932,990528,996584,1008064,989912,999934,996319,989739,1007097,1019041,1039886,1033210,1072215,1054624,1082848,1080328,1078648,1082873
"1. Monetary Financial Institutions (MFI), incl. Central Bank","Domestic deposits from non-MFI / Deposits from households",537921,547245,536297,538491,550148,547962,548759,557211,564682,568466,562376,541745,554474,561311,563879,572817,572265,587370,596528,597187,608027,609819,609863,591126,602967,611325,619756,634219,640432,663448,665428,672673,693210,692459,696358,682694,697233,707223,718004,728509,734764,770947,766215,778823,805065,799690,811228,836771,840504,834414,834397,846895,854962,876258,877315,894744,889903,880249,895533,910781,919992,925285,912877,920737,926476,945050,941670,948094,949125,950540,944536,963952,971384,979008,955452,959539,964509,991808,994000,996932,1013784,1034016,1025684,1049082,1049818,1048647,1049592,1059574,1056660,1083962,1095631,1097431,1111847,1118034,1123270,1148269,1154893,1153940,1155493,1159764,1162129,1203924,1195955,1203061,1227577,1217074,1220953,1248739,1240857,1239650,1251840,1243027,1243976,1288388,1275140,1288571,1298507,1303618,1314578,1323154,1324218,1324714,1317992,1324559,1336730,1362729,1357189,1373422,1367680,1373235,1389244,1393635,1398919,1406310,1390765,1409091,1430472,1466934,1468571,1476934,1491842,1505221,1515022,1524591,1547783,1539024,1547145,1570009,1575928,1620345,1632157,1627354,1638689,1642749,1646896,1650203,1655062,1651503,1657908,1684835,1679917,1714314,1715945,1723866,1754471,1752478,1756562,1769510,1767514,1772031,1793565,1797879,1801783,1846635,1838653,1846741,1875668,1874963,1885960,1903453,1908201,1914525,1926060,1934749,1940799,1987036
"1. Monetary Financial Institutions (MFI), incl. Central Bank","Domestic deposits from non-MFI / Deposits from non-profit institutions serving households (NPISH)",36198,35618,37618,39186,35266,33623,34432,33381,33019,33956,32563,32039,34252,33505,34248,36475,36145,35501,34568,34902,35728,34971,34739,33820,36010,36847,37243,37468,39862,38580,38624,38099,36888,36748,37145,36574,39265,39281,40072,41378,40653,40707,39614,40332,40018,40752,41592,40628,42742,43224,42936,45700,45107,45294,51455,48096,45104,46041,44948,44660,47317,47163,46991,48029,47925,46934,47009,47567,47938,47861,45681,44894,46803,47095,48002,48711,47602,47164,46304,45660,45901,45691,45944,50235,46564,45790,46667,47699,48605,48421,48298,49086,47694,47430,47756,49337,49094,50744,51902,53876,53738,53032,52949,52397,52972,53040,50830,50725,52728,52446,52596,53929,53496,53445,52417,51926,51059,52704,50586,50977,52376,52992,54262,54636,55515,53713,54641,57257,57362,56737,55343,56984,58725,60301,61375,63131,66435,64520,66338,67896,67822,68061,60938,58904,60396,62260,62394,64597,65576,64387,65146,64790,63930,65468,63462,60389,63032,65153,69552,68794,73312,67105,67522,66590,66691,67888,67646,69593,67934,68393,69310,71108,73396,76678,70024,69142,66338,65891,64433,62914,66952,68346,69142,71409,69441,69299
"1. Monetary Financial Institutions (MFI), incl. Central Bank","Domestic loans to non-MFI ",2512927,2513284,2553396,2558523,2563372,2576291,2575701,2581837,2614624,2627748,2645601,2686423,2703452,2734181,2763493,2769247,2777550,2846725,2844892,2856445,2932219,2946956,2953602,2985023,2992328,3040335,3083794,3122207,3171237,3207911,3208860,3215344,3271712,3293379,3303456,3320123,3390877,3375981,3420094,3445132,3519642,3564151,3600142,3678728,3709002,3726324,3760086,3812048,3840759,3874645,3900727,3951408,3975916,3998063,4027650,4049206,4078713,4135888,4129401,4122108,4162468,4178817,4165344,4162319,4165867,4185696,4162086,4191748,4203112,4233393,4218751,4270556,4265462,4257082,4279240,4301796,4343344,4385491,4394608,4411050,4442695,4483949,4480236,4472303,4513741,4538333,4598439,4551034,4635858,4642975,4646092,4689763,4749371,4732122,4769206,4738248,4825292,4794288,4801956,4814168,4857859,4864797,4851424,4881644,4903156,4914111,4931382,4890166,4959166,4939098,4963936,4993039,5003874,4999898,4998290,5019703,5029503,5036566,5077484,5025910,5088685,5111753,5140372,5141489,5185954,5208404,5204973,5239218,5272516,5290026,5335104,5371393,5370395,5415764,5426043,5442754,5463327,5524692,5570686,5597686,5594574,5626852,5605034,5579380,5638666,5709210,5801310,5807401,5816852,5874000,5923188,5959241,5986640,6004055,6017641,6026121,6127167,6154627,6196802,6269616,6280429,6326054,6335744,6348874,6357806,6404962,6470136,6502643,6486043,6543223,6567375,6612312,6646562,6706782,6698437,6713673,6743883,6734044,6748682,6787814,6784583,6822827,6917339,6921516,6985512,6994971
"1. Monetary Financial Institutions (MFI), incl. Central Bank","Domestic loans to non-MFI / Loans to general government sector",111270,95089,115428,93240,92882,96254,95115,93146,98107,100086,97651,98664,99000,109464,109678,99030,99438,122087,112451,108266,128954,122491,114214,106996,111057,119723,125331,132394,129042,139117,131348,132286,147101,143277,132091,125937,138183,120389,133626,127457,124918,143468,144040,169917,171712,152812,139340,159031,144523,139831,145592,156203,169363,159217,180068,166838,148651,186790,156294,163687,184908,148221,132409,128146,123328,132205,125906,135339,134934,146959,133900,203179,165494,132340,139675,136509,137166,154129,140962,146460,160533,167361,142049,140536,141816,143416,189260,152326,167247,164244,159481,178570,190519,175365,185396,168417,225705,206513,207859,191564,198496,181597,190560,200171,199925,197556,201034,171444,216912,187772,191553,200383,199496,193494,201941,198071,194021,195285,202517,165017,213034,213396,214647,200108,205253,203628,198368,191385,203409,186312,192587,241672,208492,198706,213858,204451,208641,217210,226272,241313,228217,226957,216501,221240,200214,223634,280998,253912,220158,229787,243124,259916,255763,253867,243718,267188,242866,248752,249889,254157,260813,279842,278139,282987,274096,283519,271736,332470,289453,266995,283640,269000,294408,296445,268635,265034,286636,278779,297831,334344,288142,286280,328526,312568,302363,313838
"1. Monetary Financial Institutions (MFI), incl. Central Bank","Domestic loans to non-MFI / Loans to financial corporations, non-MFI",53738,46904,51754,61176,56906,44821,45381,40234,58045,54017,54034,66204,79423,79042,87420,72507,57146,67379,60250,67416,68415,76158,62437,54270,56613,59056,74152,70823,77910,81194,69274,60751,80011,79607,72751,82202,92443,80353,75182,74325,85488,87381,89580,109668,112255,119610,134404,98968,119953,141395,122300,112395,93943,91432,96770,118609,105329,101245,88240,55479,58985,82286,82774,79124,84119,70357,62338,75640,79548,82354,66015,59837,68838,77399,74073,93460,100314,103917,104605,104155,100242,94670,105176,110249,130083,139985,121455,99006,121705,103682,95680,113564,129502,124250,124500,101320,118671,102483,100121,105981,114166,121328,101674,112753,105401,123198,122294,107390,125149,129114,104765,116654,115400,104487,94452,100167,99721,92980,111626,96722,107514,113176,123812,102024,100112,104391,95901,112757,123159,124804,151645,129517,143211,163705,147222,143883,137475,165023,176160,171193,156837,154755,116610,75480,126006,148631,185273,172815,172602,166115,185335,186704,182082,185019,192252,166036,259224,248330,256536,285979,261367,258685,225287,231910,215318,241089,265392,213169,210444,256515,229523,254470,223870,238839,250066,240372,224757,193129,163906,150901,175419,173335,198657,182501,213362,187868
"1. Monetary Financial Institutions (MFI), incl. Central Bank","Domestic loans to non-MFI / Loans to non-financial corporations",1088910,1104562,1107844,1110812,1105455,1112451,1100933,1107067,1104971,1106266,1115185,1122734,1119009,1131472,1141661,1158437,1167134,1180906,1181333,1179876,1213057,1210552,1218804,1245878,1238114,1264070,1271255,1292259,1322573,1320387,1330005,1331607,1333843,1346607,1358254,1341350,1383285,1387036,1408341,1424522,1472900,1469656,1491999,1510115,1515723,1528615,1540227,1592339,1602240,1604211,1627949,1660237,1671729,1680410,1674014,1677257,1723782,1736283,1764283,1767921,1773389,1791977,1781482,1770337,1754765,1755377,1732504,1726478,1714685,1710685,1708061,1673819,1687436,1691037,1694522,1685737,1702289,1701713,1708811,1708090,1705792,1731711,1727609,1704260,1716572,1720629,1742580,1742084,1776712,1787722,1793251,1793065,1811116,1804419,1820169,1819777,1825964,1824160,1821875,1835750,1852956,1853090,1844681,1844768,1861015,1851619,1853142,1848290,1846672,1843290,1876645,1875243,1874577,1871386,1862946,1872140,1872371,1872927,1873651,1866953,1862068,1871272,1875404,1899886,1926387,1923623,1922342,1933569,1928253,1943306,1934895,1929639,1934458,1956655,1952876,1963293,1965430,1962894,1970706,1972520,1945152,1958771,1965255,1955444,1970219,1981194,1961445,1983249,1999142,2025736,2026836,2030928,2041904,2043587,2041539,2030255,2047313,2065243,2074598,2095470,2101776,2103482,2134440,2118842,2121581,2115938,2146605,2151591,2168268,2187521,2202220,2221480,2242859,2260069,2257690,2269583,2274297,2288424,2293750,2293788,2300047,2332364,2344267,2366161,2389637,2388611
"1. Monetary Financial Institutions (MFI), incl. Central Bank","Domestic loans to non-MFI /Loans to households",1247267,1255011,1266649,1280872,1294960,1310839,1322425,1329383,1341233,1355558,1366764,1386632,1393887,1402131,1413084,1427768,1442052,1464453,1478850,1488884,1509604,1525580,1545925,1565644,1574317,1585214,1600584,1614235,1629167,1654372,1665144,1677690,1698099,1711101,1727414,1757314,1763829,1775355,1791327,1807141,1824576,1851665,1862516,1877045,1897145,1912436,1932823,1948853,1960177,1975511,1991066,2008675,2027159,2052818,2062566,2073726,2088127,2098650,2107325,2121697,2132031,2143166,2155810,2171796,2190642,2214642,2228203,2241102,2260667,2279971,2297191,2320073,2330011,2342576,2357216,2372291,2389897,2411502,2426038,2438109,2463328,2477348,2492058,2504011,2512081,2521216,2531944,2544533,2557051,2574072,2584359,2591223,2604691,2614541,2625544,2635075,2641415,2647601,2658622,2667343,2678734,2695166,2700907,2710384,2722948,2728032,2741140,2749630,2756812,2764853,2777140,2787037,2800256,2816311,2824772,2835195,2849174,2861160,2875413,2882891,2891849,2899748,2912457,2925304,2940103,2962633,2974282,2987362,3003548,3021491,3041672,3056337,3069922,3082375,3097548,3116622,3137144,3164950,3182915,3197956,3249620,3271584,3291678,3312191,3327159,3340526,3358335,3381967,3409402,3436601,3452062,3465819,3490764,3505304,3523650,3546140,3561169,3574090,3599183,3617413,3639927,3667381,3681301,3698488,3729986,3747553,3769497,3788788,3801395,3816111,3835620,3851003,3869021,3894991,3905898,3922522,3941963,3957536,3976953,3992464,4004964,4014680,4029704,4044228,4064065,4088394
"1. Monetary Financial Institutions (MFI), incl. Central Bank","Domestic loans to non-MFI /Loans to non-profit institutions serving households (NPISH)",11742,11717,11722,12423,13169,11925,11848,12007,12267,11821,11968,12190,12133,12073,11649,11506,11780,11901,12008,12004,12190,12175,12221,12235,12227,12272,12471,12496,12545,12841,13090,13009,12659,12786,12945,13320,13138,12849,11618,11687,11760,11980,12007,11983,12166,12851,13292,12857,13866,13698,13820,13897,13722,14186,14232,12776,12823,12920,13259,13325,13156,13167,12870,12916,13013,13115,13135,13189,13280,13424,13586,13649,13682,13729,13754,13798,13678,14230,14192,14236,12800,12859,13344,13246,13189,13087,13201,13085,13143,13254,13320,13340,13543,13548,13597,13659,13537,13532,13479,13529,13508,13616,13601,13568,13866,13705,13772,13413,13620,14069,13833,13723,14146,14220,14179,14130,14216,14214,14277,14327,14220,14162,14052,14167,14099,14129,14080,14144,14148,14113,14305,14227,14312,14323,14540,14507,14636,14615,14633,14703,14748,14786,14990,15026,15068,15225,15259,15458,15549,15762,15830,15875,16126,16277,16482,16502,16595,18212,16596,16597,16546,16664,16578,16647,16824,16863,16905,16626,16484,16081,16372,16359,16404,16439,16148,16162,16231,16176,16242,16317,16010,16168,16185,16059,16085,16260
"1.1 Central Bank","Foreign deposits (MFI and non-MFI)",5968,5486,3537,1988,116,1551,8651,4158,6363,2839,4116,5221,3532,4158,440,7655,4112,2769,3984,3917,2809,3981,3802,10254,401,4052,3189,15238,13843,7850,17803,2343,5078,6419,9583,13977,14660,16694,16445,18562,9170,20331,14737,25729,17826,17520,18545,12137,7762,21028,3814,23093,11382,4878,17233,16597,65426,207321,233876,199804,145007,264249,251433,252176,186367,128492,67718,54417,28719,8797,1131,75,2350,1323,1092,1532,46005,58612,54562,45977,23787,484,569,505,928,206,71,91,95,89,58,85,73,76,359,111,80,74,612,105,161,135,200,888,386,286,136,160,133,149,871,848,1412,7753,251,500,2227,343,468,711,553,691,677,573,332,209,276,1756,1021,1075,323,178,644,553,576,1111,553,263,799,1113,843,231,727,8286,206,319,398,714,1255,375,531,6654,41295,6372,1910,11490,3579,2315,131,1887,1399,168,170,86,3040,1531,2764,10065,5489,2256,4116,4870,731,9811,7496,8936,10843,10706,8387,2326,6087,10396,12886,8760,6461,14015
"1.1 Central Bank","Foreign loans (MFI and non-MFI)",20096,21240,19939,16140,12634,14843,20553,16638,17014,12701,14541,16669,17226,16778,11697,20080,15382,14893,16611,16133,13733,13708,12980,21839,10785,14710,12982,26220,19745,13313,24575,10535,13086,15265,16961,24007,21728,26531,26411,25162,17590,30737,25552,35282,27595,26684,25569,20034,14368,27542,11663,25855,15360,7786,20345,22998,69485,24243,41361,11850,9478,14938,6877,5898,96640,5843,7101,15326,12103,10323,3463,3140,7489,2680,2980,3567,53004,65225,61845,54226,29090,2099,3291,2094,2656,3629,2876,1503,6210,2493,2361,20405,1589,1815,1392,5834,8816,1620,1022,1851,3045,3891,3150,3365,3615,2786,2955,3093,34136,34019,18598,32924,26183,32784,24230,27862,29449,27495,19180,19803,27228,21399,26445,19808,32505,23968,27216,27398,32427,18478,18375,16084,18106,14604,15680,14895,15022,13831,14711,12742,11335,11666,11792,11082,6070,3101,1401,1768,6260,19927,22333,21234,43807,50414,16727,25425,28365,24281,7598,2302,4901,5261,22952,7549,7644,12346,9588,18930,20984,17749,26520,34399,23262,35708,36732,39054,44198,50109,45347,45851,31090,34484,43456,46510,30926,42950
"1.1 Central Bank","Domestic deposits from non-MFI /",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,4,3,4,3,3,3,4,3,4,3,3,4,5,6,3,3,4,3,3,2,3,2,2,4,2,2,0,1,2,0,0,0,0,0,0,0,1679,1,0,0,0,0,2,0,66314,62241,61346,91186,100187,92686,92544,93799,89351,90234,90023,93261,92585,88758,89389,85299,84992,86331,83774,80977,79823,92996,78755,79782,81685,85689,86278,81971,78509,80965,86497,80924,87214,87444,88653,96654,92734,90120,88582,86758,89527,89976,88413,159809,183582,186260,199014,201774,198943,195502,208614,194999,196560,196544,193117,201939,192739,201224,195781,210770,201047,206111,207922,212581,217525,218994,228331,237615,239186,245131,239457,243429,237853,245281,243000,240412,243907,247344,240537,244405,244521,233163,231467,239019,242578,245227,245512,245798,284322,261154,256724,248011,254484,252551,251316,248279,241985,256026,230543,235446,241166,241603,237905,230121,240928,243452,254467,254665,258052,253521,263615,255948,262335,260584,254802,259777,283208,265094,271568,250141,245349
"1.1 Central Bank","Domestic deposits from non-MFI / Deposits from general government sector ",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,4,3,4,3,3,3,4,3,4,3,3,4,5,6,3,3,4,3,3,2,3,2,2,4,2,2,0,1,2,0,0,0,0,0,0,0,1679,1,0,0,0,0,2,0,66314,62241,61346,91186,100187,92686,92544,93799,89351,90234,90023,93261,92585,88758,89389,85299,84992,86331,83774,80977,79823,92996,78755,79782,81685,85689,86278,81971,78509,80965,86497,80924,87214,87444,88653,96654,92734,90120,88582,86758,89527,89976,88413,159809,183582,186260,199014,201774,198943,195502,208614,194999,196560,196544,193117,201939,192739,201224,195781,210770,201047,206111,207922,212581,217525,218994,228331,237615,239186,245131,239457,243429,237853,245281,243000,240412,243907,247344,240537,244405,244521,233163,231467,239019,242578,245227,245512,245798,284322,261154,256724,248011,254484,252551,251316,248279,241985,256026,230543,235446,241166,241603,237905,230121,240928,243452,254467,254665,258052,253521,263615,255948,262335,260584,254802,259777,283208,265094,271568,250141,245349
"1.1 Central Bank","Domestic deposits from non-MFI /Deposits from financial corporations, non-MFI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.1 Central Bank","Domestic deposits from non-MFI / Deposits from non-financial corporations",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.1 Central Bank","Domestic deposits from non-MFI / Deposits from households",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.1 Central Bank","Domestic deposits from non-MFI / Deposits from non-profit institutions serving households (NPISH)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.1 Central Bank","Domestic loans to non-MFI ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,298,300,304,306,307,316,315,311,311,310,313,311,317,315,322,327,325,331,330,337,334,332,333,333,320,320,326,332,334,339,331,329,331,327,318,321,316,315,310,307,300,295,289,287,283,285,296,285,283,283,276,275,272,269,267,264,260,253,250,247,242,239,230,228,222,218,210,210,206,201,196,196,194,190,187,183,181,179,175,175,173,171,167,165,162,162,159,156,149
"1.1 Central Bank","Domestic loans to non-MFI / Loans to general government sector",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.1 Central Bank","Domestic loans to non-MFI / Loans to financial corporations, non-MFI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.1 Central Bank","Domestic loans to non-MFI / Loans to non-financial corporations",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.1 Central Bank","Domestic loans to non-MFI /Loans to households",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,298,300,304,306,307,316,315,311,311,310,313,311,317,315,322,327,325,331,330,337,334,332,333,333,320,320,326,332,334,339,331,329,331,327,318,321,316,315,310,307,300,295,289,287,283,285,296,285,283,283,276,275,272,269,267,264,260,253,250,247,242,239,230,228,222,218,210,210,206,201,196,196,194,190,187,183,181,179,175,175,173,171,167,165,162,162,159,156,149
"1.1 Central Bank","Domestic loans to non-MFI /Loans to non-profit institutions serving households (NPISH)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
